,Abbrev,State,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Pop vote per EC vote,Vote weight,Party
117,NH,New Hampshire,Union,1840,7.0,59956,59956.0,2.49,7.03,8565.0,1.0,Democrat
118,NJ,New Jersey,Union,1840,8.0,64454,68321.0,2.67,7.56,8057.0,1.06,Whig
119,NY,New York,Union,1840,42.0,441543,357650.0,18.3,51.79,10513.0,0.81,Whig
120,NC,North Carolina,Confederate,1840,15.0,80735,127561.0,3.35,9.47,5382.0,1.58,Whig
121,OH,Ohio,Union,1840,21.0,273842,177997.0,11.35,32.12,13040.0,0.65,Whig
122,PA,Pennsylvania,Union,1840,30.0,288026,256343.0,11.94,33.79,9601.0,0.89,Whig
123,RI,Rhode Island,Union,1840,4.0,8621,34139.0,0.36,1.01,2155.0,3.96,Whig
124,SC,South Carolina,Confederate,1840,11.0,0,,0.0,0.0,0.0,,Democrat
125,TN,Tennessee,Confederate,1840,15.0,108145,127611.0,4.48,12.69,7210.0,1.18,Whig
126,VT,Vermont,Union,1840,7.0,50773,59912.0,2.1,5.96,7253.0,1.18,Whig
127,VA,Virginia,Confederate,1840,23.0,86394,196114.0,3.58,10.13,3756.0,2.27,Democrat
128,,,Postbellum,1840,0.0,0,0.0,0.0,0.0,0.0,0.0,
129,AL,Alabama,Confederate,1844,9.0,63403,91300.0,2.34,6.24,7045.0,1.44,Democrat
130,AR,Arkansas,Confederate,1844,3.0,15150,30451.0,0.56,1.49,5050.0,2.01,Democrat
131,CT,Connecticut,Union,1844,6.0,64616,60739.0,2.39,6.36,10769.0,0.94,Whig
132,DE,Delaware,Border,1844,3.0,12247,30495.0,0.45,1.2,4082.0,2.49,Whig
133,GA,Georgia,Confederate,1844,10.0,86247,101771.0,3.19,8.48,8625.0,1.18,Democrat
134,IL,Illinois,Union,1844,9.0,109057,91608.0,4.03,10.73,12117.0,0.84,Democrat
135,IN,Indiana,Union,1844,12.0,140154,121934.0,5.18,13.79,11680.0,0.87,Democrat
136,KY,Kentucky,Border,1844,12.0,116865,121540.0,4.32,11.5,9739.0,1.04,Whig
137,LA,Louisiana,Confederate,1844,6.0,26865,60984.0,0.99,2.64,4478.0,2.27,Democrat
138,ME,Maine,Union,1844,9.0,84933,91728.0,3.14,8.36,9437.0,1.08,Democrat
139,MD,Maryland,Border,1844,8.0,68690,81054.0,2.54,6.76,8586.0,1.18,Whig
140,MA,Massachusetts,Union,1844,12.0,132037,121474.0,4.88,12.99,11003.0,0.92,Whig
141,MI,Michigan,Union,1844,5.0,55751,50733.0,2.06,5.48,11150.0,0.91,Democrat
142,MS,Mississippi,Confederate,1844,6.0,45004,61205.0,1.66,4.43,7501.0,1.36,Democrat
143,MO,Missouri,Border,1844,7.0,72522,71072.0,2.68,7.13,10360.0,0.98,Democrat
144,NH,New Hampshire,Union,1844,6.0,49187,60992.0,1.82,4.84,8198.0,1.24,Democrat
145,NJ,New Jersey,Union,1844,7.0,75944,71387.0,2.81,7.47,10849.0,0.94,Whig
146,NY,New York,Union,1844,36.0,485882,364412.0,17.97,47.8,13497.0,0.75,Democrat
147,NC,North Carolina,Confederate,1844,11.0,82521,111403.0,3.05,8.12,7502.0,1.35,Whig
148,OH,Ohio,Union,1844,23.0,312224,234168.0,11.55,30.72,13575.0,0.75,Whig
149,PA,Pennsylvania,Union,1844,26.0,331572,265258.0,12.26,32.62,12753.0,0.8,Democrat
150,RI,Rhode Island,Union,1844,4.0,12296,40700.0,0.45,1.21,3074.0,3.31,Whig
151,SC,South Carolina,Confederate,1844,9.0,0,,0.0,0.0,0.0,,Democrat
152,TN,Tennessee,Confederate,1844,13.0,119957,131953.0,4.44,11.8,9227.0,1.1,Whig
153,VT,Vermont,Union,1844,6.0,48829,61036.0,1.81,4.8,8138.0,1.25,Whig
154,VA,Virginia,Confederate,1844,17.0,95539,172926.0,3.53,9.4,5620.0,1.81,Democrat
155,,,Postbellum,1844,0.0,0,0.0,0.0,0.0,0.0,0.0,
156,AL,Alabama,Confederate,1848,9.0,61655,91866.0,2.14,6.02,6851.0,1.49,Democrat
157,AR,Arkansas,Confederate,1848,3.0,16888,30736.0,0.59,1.65,5629.0,1.82,Democrat
158,CT,Connecticut,Union,1848,6.0,62398,61150.0,2.17,6.09,10400.0,0.98,Whig
159,DE,Delaware,Border,1848,3.0,12423,30685.0,0.43,1.21,4141.0,2.47,Whig
160,FL,Florida,Confederate,1848,3.0,7203,30685.0,0.25,0.7,2401.0,4.26,Whig
161,GA,Georgia,Confederate,1848,10.0,92317,102472.0,3.21,9.02,9232.0,1.11,Whig
162,IL,Illinois,Union,1848,9.0,124596,92201.0,4.33,12.17,13844.0,0.74,Democrat
163,IN,Indiana,Union,1848,12.0,152752,122202.0,5.31,14.92,12729.0,0.8,Democrat
164,IA,Iowa,Union,1848,4.0,22271,40979.0,0.77,2.18,5568.0,1.84,Democrat
165,KY,Kentucky,Border,1848,12.0,116865,122708.0,4.06,11.41,9739.0,1.05,Whig
166,LA,Louisiana,Confederate,1848,6.0,33866,61297.0,1.18,3.31,5644.0,1.81,Whig
167,ME,Maine,Union,1848,9.0,87625,92006.0,3.05,8.56,9736.0,1.05,Democrat
168,MD,Maryland,Border,1848,8.0,72359,81766.0,2.52,7.07,9045.0,1.13,Whig
169,MA,Massachusetts,Union,1848,12.0,134748,122621.0,4.68,13.16,11229.0,0.91,Whig
170,MI,Michigan,Union,1848,5.0,65082,51415.0,2.26,6.36,13016.0,0.79,Democrat
171,MS,Mississippi,Confederate,1848,6.0,52456,61374.0,1.82,5.12,8743.0,1.17,Democrat
172,MO,Missouri,Border,1848,7.0,72748,72021.0,2.53,7.11,10393.0,0.99,Democrat
173,NH,New Hampshire,Union,1848,6.0,50104,61628.0,1.74,4.89,8351.0,1.23,Democrat
174,NJ,New Jersey,Union,1848,7.0,77735,71516.0,2.7,7.59,11105.0,0.92,Whig
175,NY,New York,Union,1848,36.0,455944,369315.0,15.85,44.53,12665.0,0.81,Whig
176,NC,North Carolina,Confederate,1848,11.0,79826,112555.0,2.77,7.8,7257.0,1.41,Whig
177,OH,Ohio,Union,1848,23.0,328479,236505.0,11.42,32.08,14282.0,0.72,Democrat
