,Abbrev,State,Group,Year,EC votes,Votes counted,Votes counted %,EC votes normalized,Population per EC vote,Vote weight,Party
673,AL,Alabama,Confederate,1908,11.0,105152,0.71,3.41,9559.0,3.22,Democrat
674,AR,Arkansas,Confederate,1908,9.0,151822,1.02,4.92,16869.0,1.83,Democrat
675,CA,California,West,1908,10.0,386597,2.6,12.54,38660.0,0.8,Republican
676,CO,Colorado,West,1908,5.0,263858,1.77,8.56,52772.0,0.58,Democrat
677,CT,Connecticut,Northeast,1908,7.0,190003,1.28,6.16,27143.0,1.14,Republican
678,DE,Delaware,Border,1908,3.0,48007,0.32,1.56,16002.0,1.93,Republican
679,FL,Florida,Confederate,1908,5.0,49360,0.33,1.6,9872.0,3.12,Democrat
680,GA,Georgia,Confederate,1908,13.0,132504,0.89,4.3,10193.0,3.02,Democrat
681,ID,Idaho,West,1908,3.0,97293,0.65,3.16,32431.0,0.95,Republican
682,IL,Illinois,Midwest,1908,27.0,1155254,7.76,37.48,42787.0,0.72,Republican
683,IN,Indiana,Midwest,1908,15.0,721126,4.84,23.39,48075.0,0.64,Republican
684,IA,Iowa,Midwest,1908,13.0,494769,3.32,16.05,38059.0,0.81,Republican
685,KS,Kansas,Midwest,1908,10.0,375946,2.52,12.2,37595.0,0.82,Republican
686,KY,Kentucky,Border,1908,13.0,490719,3.3,15.92,37748.0,0.82,Democrat
687,LA,Louisiana,Confederate,1908,9.0,75117,0.5,2.44,8346.0,3.69,Democrat
688,ME,Maine,Northeast,1908,6.0,106336,0.71,3.45,17723.0,1.74,Republican
689,MD,Maryland,Border,1908,8.0,238531,1.6,7.74,29816.0,1.03,Republican
690,MA,Massachusetts,Northeast,1908,16.0,456919,3.07,14.82,28557.0,1.08,Republican
691,MI,Michigan,Midwest,1908,14.0,541830,3.64,17.58,38702.0,0.8,Republican
692,MN,Minnesota,Midwest,1908,11.0,331304,2.23,10.75,30119.0,1.02,Republican
693,MS,Mississippi,Confederate,1908,10.0,66904,0.45,2.17,6690.0,4.61,Democrat
694,MO,Missouri,Border,1908,18.0,715927,4.81,23.22,39774.0,0.78,Republican
695,MT,Montana,West,1908,3.0,68822,0.46,2.23,22941.0,1.34,Republican
696,NE,Nebraska,Midwest,1908,8.0,266799,1.79,8.65,33350.0,0.92,Democrat
697,NV,Nevada,West,1908,3.0,24526,0.16,0.8,8175.0,3.77,Democrat
698,NH,New Hampshire,Northeast,1908,4.0,89600,0.6,2.91,22400.0,1.38,Republican
699,NJ,New Jersey,Northeast,1908,12.0,467111,3.14,15.15,38926.0,0.79,Republican
700,NY,New York,Northeast,1908,39.0,1638350,11.0,53.15,42009.0,0.73,Republican
701,NC,North Carolina,Confederate,1908,12.0,252554,1.7,8.19,21046.0,1.46,Democrat
702,ND,North Dakota,Midwest,1908,4.0,94525,0.63,3.07,23631.0,1.3,Republican
703,OH,Ohio,Midwest,1908,23.0,1121552,7.53,36.38,48763.0,0.63,Republican
704,OK,Oklahoma,West,1908,7.0,256917,1.73,8.33,36702.0,0.84,Democrat
705,OR,Oregon,West,1908,4.0,110889,0.74,3.6,27722.0,1.11,Republican
706,PA,Pennsylvania,Northeast,1908,34.0,1267450,8.51,41.11,37278.0,0.83,Republican
707,RI,Rhode Island,Northeast,1908,4.0,72317,0.49,2.35,18079.0,1.71,Republican
708,SC,South Carolina,Confederate,1908,9.0,66379,0.45,2.15,7375.0,4.18,Democrat
709,SD,South Dakota,Midwest,1908,4.0,114775,0.77,3.72,28694.0,1.07,Republican
710,TN,Tennessee,Confederate,1908,12.0,257180,1.73,8.34,21432.0,1.44,Democrat
711,TX,Texas,Confederate,1908,18.0,293757,1.97,9.53,16320.0,1.89,Democrat
712,UT,Utah,West,1908,3.0,108613,0.73,3.52,36204.0,0.85,Republican
713,VT,Vermont,Northeast,1908,4.0,52680,0.35,1.71,13170.0,2.34,Republican
714,VA,Virginia,Confederate,1908,12.0,137065,0.92,4.45,11422.0,2.7,Democrat
715,WA,Washington,West,1908,5.0,183879,1.23,5.96,36776.0,0.84,Republican
716,WV,West Virginia,Border,1908,7.0,258105,1.73,8.37,36872.0,0.84,Republican
717,WI,Wisconsin,Midwest,1908,13.0,454441,3.05,14.74,34957.0,0.88,Republican
718,WY,Wyoming,West,1908,3.0,37609,0.25,1.22,12536.0,2.46,Republican
719,AL,Alabama,Confederate,1912,12.0,117959,0.78,4.16,9830.0,2.88,Democrat
720,AZ,Arizona,West,1912,3.0,23722,0.16,0.84,7907.0,3.58,Democrat
721,AR,Arkansas,Confederate,1912,9.0,125104,0.83,4.42,13900.0,2.04,Democrat
722,CA,California,West,1912,13.0,673527,4.48,23.77,51810.0,0.55,Progressive
723,CO,Colorado,West,1912,6.0,266880,1.77,9.42,44480.0,0.64,Democrat
724,CT,Connecticut,Northeast,1912,7.0,190398,1.27,6.72,27200.0,1.04,Democrat
725,DE,Delaware,Border,1912,3.0,48694,0.32,1.72,16231.0,1.75,Democrat
726,FL,Florida,Confederate,1912,6.0,50837,0.34,1.79,8473.0,3.34,Democrat
727,GA,Georgia,Confederate,1912,14.0,121470,0.81,4.29,8676.0,3.27,Democrat
728,ID,Idaho,West,1912,4.0,105754,0.7,3.73,26438.0,1.07,Democrat
729,IL,Illinois,Midwest,1912,29.0,1146173,7.62,40.46,39523.0,0.72,Democrat
730,IN,Indiana,Midwest,1912,15.0,654474,4.35,23.1,43632.0,0.65,Democrat
731,IA,Iowa,Midwest,1912,13.0,492356,3.27,17.38,37874.0,0.75,Democrat
732,KS,Kansas,Midwest,1912,10.0,365497,2.43,12.9,36550.0,0.78,Democrat
733,KY,Kentucky,Border,1912,13.0,452714,3.01,15.98,34824.0,0.81,Democrat
734,LA,Louisiana,Confederate,1912,10.0,79248,0.53,2.8,7925.0,3.58,Democrat
735,ME,Maine,Northeast,1912,6.0,129640,0.86,4.58,21607.0,1.31,Democrat
736,MD,Maryland,Border,1912,8.0,231981,1.54,8.19,28998.0,0.98,Democrat
737,MA,Massachusetts,Northeast,1912,18.0,488056,3.24,17.23,27114.0,1.04,Democrat
738,MI,Michigan,Midwest,1912,15.0,550976,3.66,19.45,36732.0,0.77,Progressive
739,MN,Minnesota,Midwest,1912,12.0,334219,2.22,11.8,27852.0,1.02,Progressive
740,MS,Mississippi,Confederate,1912,10.0,64483,0.43,2.28,6448.0,4.39,Democrat
741,MO,Missouri,Border,1912,18.0,698566,4.64,24.66,38809.0,0.73,Democrat
742,MT,Montana,West,1912,4.0,79826,0.53,2.82,19956.0,1.42,Democrat
743,NE,Nebraska,Midwest,1912,8.0,249483,1.66,8.81,31185.0,0.91,Democrat
744,NV,Nevada,West,1912,3.0,20115,0.13,0.71,6705.0,4.23,Democrat
745,NH,New Hampshire,Northeast,1912,4.0,87961,0.58,3.1,21990.0,1.29,Democrat
746,NJ,New Jersey,Northeast,1912,14.0,432739,2.88,15.27,30910.0,0.92,Democrat
747,NM,New Mexico,West,1912,3.0,49376,0.33,1.74,16459.0,1.72,Democrat
748,NY,New York,Northeast,1912,45.0,1588315,10.56,56.06,35296.0,0.8,Democrat
749,NC,North Carolina,Confederate,1912,12.0,243776,1.62,8.6,20315.0,1.39,Democrat
750,ND,North Dakota,Midwest,1912,5.0,86580,0.58,3.06,17316.0,1.64,Democrat
751,OH,Ohio,Midwest,1912,24.0,1037094,6.89,36.61,43212.0,0.66,Democrat
752,OK,Oklahoma,West,1912,10.0,253801,1.69,8.96,25380.0,1.12,Democrat
753,OR,Oregon,West,1912,5.0,137040,0.91,4.84,27408.0,1.03,Democrat
754,PA,Pennsylvania,Northeast,1912,38.0,1217736,8.09,42.98,32046.0,0.88,Progressive
755,RI,Rhode Island,Northeast,1912,5.0,77894,0.52,2.75,15579.0,1.82,Democrat
756,SC,South Carolina,Confederate,1912,9.0,50350,0.33,1.78,5594.0,5.06,Democrat
757,SD,South Dakota,Midwest,1912,5.0,116325,0.77,4.11,23265.0,1.22,Progressive
758,TN,Tennessee,Confederate,1912,12.0,251933,1.67,8.89,20994.0,1.35,Democrat
759,TX,Texas,Confederate,1912,20.0,305120,2.03,10.77,15256.0,1.86,Democrat
760,UT,Utah,West,1912,4.0,112386,0.75,3.97,28096.0,1.01,Republican
761,VT,Vermont,Northeast,1912,4.0,62841,0.42,2.22,15710.0,1.8,Republican
762,VA,Virginia,Confederate,1912,12.0,136975,0.91,4.83,11415.0,2.48,Democrat
763,WA,Washington,West,1912,7.0,322799,2.15,11.39,46114.0,0.61,Progressive
764,WV,West Virginia,Border,1912,8.0,268828,1.79,9.49,33604.0,0.84,Democrat
765,WI,Wisconsin,Midwest,1912,13.0,399966,2.66,14.12,30767.0,0.92,Democrat
766,WY,Wyoming,West,1912,3.0,42296,0.28,1.49,14099.0,2.01,Democrat
767,AL,Alabama,Confederate,1916,12.0,130728,0.71,3.74,10894.0,3.2,Democrat
768,AZ,Arizona,West,1916,3.0,58021,0.31,1.66,19340.0,1.8,Democrat
769,AR,Arkansas,Confederate,1916,9.0,170104,0.92,4.87,18900.0,1.85,Democrat
770,CA,California,West,1916,13.0,999603,5.39,28.63,76893.0,0.45,Democrat
771,CO,Colorado,West,1916,6.0,294375,1.59,8.43,49062.0,0.71,Democrat
772,CT,Connecticut,Northeast,1916,7.0,213874,1.15,6.13,30553.0,1.14,Republican
773,DE,Delaware,Border,1916,3.0,51810,0.28,1.48,17270.0,2.02,Republican
774,FL,Florida,Confederate,1916,6.0,80734,0.44,2.31,13456.0,2.59,Democrat
775,GA,Georgia,Confederate,1916,14.0,160681,0.87,4.6,11477.0,3.04,Democrat
776,ID,Idaho,West,1916,4.0,134615,0.73,3.86,33654.0,1.04,Democrat
777,IL,Illinois,Midwest,1916,29.0,2192707,11.83,62.81,75611.0,0.46,Republican
778,IN,Indiana,Midwest,1916,15.0,718848,3.88,20.59,47923.0,0.73,Republican
779,IA,Iowa,Midwest,1916,13.0,513942,2.77,14.72,39534.0,0.88,Republican
780,KS,Kansas,Midwest,1916,10.0,629813,3.4,18.04,62981.0,0.55,Democrat
781,KY,Kentucky,Border,1916,13.0,520078,2.81,14.9,40006.0,0.87,Democrat
782,LA,Louisiana,Confederate,1916,10.0,92982,0.5,2.66,9298.0,3.75,Democrat
783,ME,Maine,Northeast,1916,6.0,136314,0.74,3.9,22719.0,1.54,Republican
784,MD,Maryland,Border,1916,8.0,262039,1.41,7.51,32755.0,1.07,Democrat
785,MA,Massachusetts,Northeast,1916,18.0,531823,2.87,15.23,29546.0,1.18,Republican
786,MI,Michigan,Midwest,1916,15.0,650973,3.51,18.65,43398.0,0.8,Republican
787,MN,Minnesota,Midwest,1916,12.0,387364,2.09,11.1,32280.0,1.08,Republican
788,MS,Mississippi,Confederate,1916,10.0,86679,0.47,2.48,8668.0,4.03,Democrat
789,MO,Missouri,Border,1916,18.0,786769,4.24,22.54,43709.0,0.8,Democrat
790,MT,Montana,West,1916,4.0,177679,0.96,5.09,44420.0,0.79,Democrat
791,NE,Nebraska,Midwest,1916,8.0,287315,1.55,8.23,35914.0,0.97,Democrat
792,NV,Nevada,West,1916,3.0,33316,0.18,0.95,11105.0,3.14,Democrat
793,NH,New Hampshire,Northeast,1916,4.0,89127,0.48,2.55,22282.0,1.57,Democrat
794,NJ,New Jersey,Northeast,1916,14.0,494442,2.67,14.16,35317.0,0.99,Republican
795,NM,New Mexico,West,1916,3.0,66787,0.36,1.91,22262.0,1.57,Democrat
796,NY,New York,Northeast,1916,45.0,1706305,9.21,48.88,37918.0,0.92,Republican
797,NC,North Carolina,Confederate,1916,12.0,289837,1.56,8.3,24153.0,1.45,Democrat
798,ND,North Dakota,Midwest,1916,5.0,115390,0.62,3.31,23078.0,1.51,Democrat
799,OH,Ohio,Midwest,1916,24.0,1165086,6.29,33.37,48545.0,0.72,Democrat
800,OK,Oklahoma,West,1916,10.0,292753,1.58,8.39,29275.0,1.19,Democrat
801,OR,Oregon,West,1916,5.0,261650,1.41,7.5,52330.0,0.67,Republican
802,PA,Pennsylvania,Northeast,1916,38.0,1297189,7.0,37.16,34137.0,1.02,Republican
803,RI,Rhode Island,Northeast,1916,5.0,87816,0.47,2.52,17563.0,1.99,Republican
804,SC,South Carolina,Confederate,1916,9.0,63952,0.35,1.83,7106.0,4.91,Democrat
805,SD,South Dakota,Midwest,1916,5.0,128942,0.7,3.69,25788.0,1.35,Republican
806,TN,Tennessee,Confederate,1916,12.0,272190,1.47,7.8,22682.0,1.54,Democrat
807,TX,Texas,Confederate,1916,20.0,372467,2.01,10.67,18623.0,1.87,Democrat
808,UT,Utah,West,1916,4.0,143146,0.77,4.1,35786.0,0.98,Democrat
809,VT,Vermont,Northeast,1916,4.0,64475,0.35,1.85,16119.0,2.17,Republican
810,VA,Virginia,Confederate,1916,12.0,152025,0.82,4.35,12669.0,2.76,Democrat
811,WA,Washington,West,1916,7.0,380994,2.06,10.91,54428.0,0.64,Democrat
812,WV,West Virginia,Border,1916,8.0,289852,1.56,8.3,36232.0,0.96,Republican
813,WI,Wisconsin,Midwest,1916,13.0,447134,2.41,12.81,34395.0,1.01,Republican
814,WY,Wyoming,West,1916,3.0,51840,0.28,1.49,17280.0,2.02,Democrat
815,AL,Alabama,Confederate,1920,12.0,237638,0.89,4.71,19803.0,2.55,Democrat
816,AZ,Arizona,West,1920,3.0,66562,0.25,1.32,22187.0,2.27,Republican
817,AR,Arkansas,Confederate,1920,9.0,183637,0.69,3.64,20404.0,2.47,Democrat
818,CA,California,West,1920,13.0,944050,3.53,18.73,72619.0,0.69,Republican
819,CO,Colorado,West,1920,6.0,292053,1.09,5.79,48676.0,1.04,Republican
820,CT,Connecticut,Northeast,1920,7.0,365518,1.37,7.25,52217.0,0.97,Republican
821,DE,Delaware,Border,1920,3.0,94875,0.35,1.88,31625.0,1.59,Republican
822,FL,Florida,Confederate,1920,6.0,145681,0.54,2.89,24280.0,2.08,Democrat
823,GA,Georgia,Confederate,1920,14.0,148251,0.55,2.94,10589.0,4.76,Democrat
824,ID,Idaho,West,1920,4.0,135624,0.51,2.69,33906.0,1.49,Republican
825,IL,Illinois,Midwest,1920,29.0,2094714,7.83,41.56,72232.0,0.7,Republican
826,IN,Indiana,Midwest,1920,15.0,1262964,4.72,25.06,84198.0,0.6,Republican
827,IA,Iowa,Midwest,1920,13.0,895082,3.34,17.76,68852.0,0.73,Republican
828,KS,Kansas,Midwest,1920,10.0,570318,2.13,11.31,57032.0,0.88,Republican
829,KY,Kentucky,Border,1920,13.0,918708,3.43,18.23,70670.0,0.71,Democrat
830,LA,Louisiana,Confederate,1920,10.0,126396,0.47,2.51,12640.0,3.99,Democrat
831,ME,Maine,Northeast,1920,6.0,197840,0.74,3.93,32973.0,1.53,Republican
832,MD,Maryland,Border,1920,8.0,428443,1.6,8.5,53555.0,0.94,Republican
833,MA,Massachusetts,Northeast,1920,18.0,993718,3.71,19.71,55207.0,0.91,Republican
834,MI,Michigan,Midwest,1920,15.0,1048411,3.92,20.8,69894.0,0.72,Republican
835,MN,Minnesota,Midwest,1920,12.0,735838,2.75,14.6,61320.0,0.82,Republican
836,MS,Mississippi,Confederate,1920,10.0,82492,0.31,1.64,8249.0,6.11,Democrat
837,MO,Missouri,Border,1920,18.0,1332800,4.98,26.44,74044.0,0.68,Republican
838,MT,Montana,West,1920,4.0,179006,0.67,3.55,44752.0,1.13,Republican
839,NE,Nebraska,Midwest,1920,8.0,382743,1.43,7.59,47843.0,1.05,Republican
840,NV,Nevada,West,1920,3.0,27194,0.1,0.54,9065.0,5.56,Republican
841,NH,New Hampshire,Northeast,1920,4.0,159092,0.59,3.16,39773.0,1.27,Republican
842,NJ,New Jersey,Northeast,1920,14.0,903943,3.38,17.93,64567.0,0.78,Republican
843,NM,New Mexico,West,1920,3.0,105406,0.39,2.09,35135.0,1.43,Republican
844,NY,New York,Northeast,1920,45.0,2898513,10.83,57.5,64411.0,0.78,Republican
845,NC,North Carolina,Confederate,1920,12.0,538741,2.01,10.69,44895.0,1.12,Democrat
846,ND,North Dakota,Midwest,1920,5.0,205776,0.77,4.08,41155.0,1.22,Republican
847,OH,Ohio,Midwest,1920,24.0,2021653,7.55,40.11,84236.0,0.6,Republican
848,OK,Oklahoma,West,1920,10.0,486610,1.82,9.65,48661.0,1.04,Republican
849,OR,Oregon,West,1920,5.0,238522,0.89,4.73,47704.0,1.06,Republican
850,PA,Pennsylvania,Northeast,1920,38.0,1852616,6.92,36.75,48753.0,1.03,Republican
851,RI,Rhode Island,Northeast,1920,5.0,167981,0.63,3.33,33596.0,1.5,Republican
852,SC,South Carolina,Confederate,1920,9.0,66808,0.25,1.33,7423.0,6.79,Democrat
853,SD,South Dakota,Midwest,1920,5.0,182237,0.68,3.62,36447.0,1.38,Republican
854,TN,Tennessee,Confederate,1920,12.0,428626,1.6,8.5,35719.0,1.41,Republican
855,TX,Texas,Confederate,1920,20.0,486641,1.82,9.65,24332.0,2.07,Democrat
856,UT,Utah,West,1920,4.0,145828,0.54,2.89,36457.0,1.38,Republican
857,VT,Vermont,Northeast,1920,4.0,89961,0.34,1.78,22490.0,2.24,Republican
858,VA,Virginia,Confederate,1920,12.0,231033,0.86,4.58,19253.0,2.62,Democrat
859,WA,Washington,West,1920,7.0,398715,1.49,7.91,56959.0,0.88,Republican
860,WV,West Virginia,Border,1920,8.0,509942,1.91,10.12,63743.0,0.79,Republican
861,WI,Wisconsin,Midwest,1920,13.0,701280,2.62,13.91,53945.0,0.93,Republican
862,WY,Wyoming,West,1920,3.0,54700,0.2,1.09,18233.0,2.76,Republican
863,AL,Alabama,Confederate,1924,12.0,166593,0.57,3.04,13883.0,3.95,Democrat
864,AZ,Arizona,West,1924,3.0,73961,0.25,1.35,24654.0,2.22,Republican
865,AR,Arkansas,Confederate,1924,9.0,138532,0.48,2.53,15392.0,3.56,Democrat
866,CA,California,West,1924,13.0,1281900,4.41,23.39,98608.0,0.56,Republican
867,CO,Colorado,West,1924,6.0,342260,1.18,6.25,57043.0,0.96,Republican
868,CT,Connecticut,Northeast,1924,7.0,400295,1.38,7.31,57185.0,0.96,Republican
869,DE,Delaware,Border,1924,3.0,90885,0.31,1.66,30295.0,1.81,Republican
870,FL,Florida,Confederate,1924,6.0,109154,0.38,1.99,18192.0,3.01,Democrat
871,GA,Georgia,Confederate,1924,14.0,166577,0.57,3.04,11898.0,4.61,Democrat
872,ID,Idaho,West,1924,4.0,148295,0.51,2.71,37074.0,1.48,Republican
873,IL,Illinois,Midwest,1924,29.0,2470067,8.49,45.08,85175.0,0.64,Republican
874,IN,Indiana,Midwest,1924,15.0,1272390,4.37,23.22,84826.0,0.65,Republican
875,IA,Iowa,Midwest,1924,13.0,976960,3.36,17.83,75151.0,0.73,Republican
876,KS,Kansas,Midwest,1924,10.0,662454,2.28,12.09,66245.0,0.83,Republican
877,KY,Kentucky,Border,1924,13.0,815332,2.8,14.88,62718.0,0.87,Republican
878,LA,Louisiana,Confederate,1924,10.0,121951,0.42,2.23,12195.0,4.49,Democrat
879,ME,Maine,Northeast,1924,6.0,192192,0.66,3.51,32032.0,1.71,Republican
880,MD,Maryland,Border,1924,8.0,358630,1.23,6.54,44829.0,1.22,Republican
881,MA,Massachusetts,Northeast,1924,18.0,1129837,3.88,20.62,62769.0,0.87,Republican
882,MI,Michigan,Midwest,1924,15.0,1160419,3.99,21.18,77361.0,0.71,Republican
883,MN,Minnesota,Midwest,1924,12.0,822146,2.83,15.0,68512.0,0.8,Republican
884,MS,Mississippi,Confederate,1924,10.0,112462,0.39,2.05,11246.0,4.87,Democrat
885,MO,Missouri,Border,1924,18.0,1307958,4.5,23.87,72664.0,0.75,Republican
886,MT,Montana,West,1924,4.0,174423,0.6,3.18,43606.0,1.26,Republican
887,NE,Nebraska,Midwest,1924,8.0,464173,1.6,8.47,58022.0,0.94,Republican
888,NV,Nevada,West,1924,3.0,26921,0.09,0.49,8974.0,6.11,Republican
889,NH,New Hampshire,Northeast,1924,4.0,164769,0.57,3.01,41192.0,1.33,Republican
890,NJ,New Jersey,Northeast,1924,14.0,1086079,3.73,19.82,77577.0,0.71,Republican
891,NM,New Mexico,West,1924,3.0,112830,0.39,2.06,37610.0,1.46,Republican
892,NY,New York,Northeast,1924,45.0,3263939,11.22,59.56,72532.0,0.76,Republican
893,NC,North Carolina,Confederate,1924,12.0,482687,1.66,8.81,40224.0,1.36,Democrat
894,ND,North Dakota,Midwest,1924,5.0,199081,0.68,3.63,39816.0,1.38,Republican
895,OH,Ohio,Midwest,1924,24.0,2016237,6.93,36.79,84010.0,0.65,Republican
896,OK,Oklahoma,West,1924,10.0,528415,1.82,9.64,52842.0,1.04,Democrat
897,OR,Oregon,West,1924,5.0,279488,0.96,5.1,55898.0,0.98,Republican
898,PA,Pennsylvania,Northeast,1924,38.0,2144850,7.37,39.14,56443.0,0.97,Republican
899,RI,Rhode Island,Northeast,1924,5.0,210115,0.72,3.83,42023.0,1.3,Republican
900,SC,South Carolina,Confederate,1924,9.0,50752,0.17,0.93,5639.0,9.72,Democrat
901,SD,South Dakota,Midwest,1924,5.0,203868,0.7,3.72,40774.0,1.34,Republican
902,TN,Tennessee,Confederate,1924,12.0,300275,1.03,5.48,25023.0,2.19,Democrat
903,TX,Texas,Confederate,1924,20.0,657509,2.26,12.0,32875.0,1.67,Democrat
904,UT,Utah,West,1924,4.0,156990,0.54,2.86,39248.0,1.4,Republican
905,VT,Vermont,Northeast,1924,4.0,102917,0.35,1.88,25729.0,2.13,Republican
906,VA,Virginia,Confederate,1924,12.0,223602,0.77,4.08,18634.0,2.94,Democrat
907,WA,Washington,West,1924,7.0,421549,1.45,7.69,60221.0,0.91,Republican
908,WV,West Virginia,Border,1924,8.0,583662,2.01,10.65,72958.0,0.75,Republican
909,WI,Wisconsin,Midwest,1924,13.0,840826,2.89,15.34,64679.0,0.85,Progressive
910,WY,Wyoming,West,1924,3.0,79900,0.27,1.46,26633.0,2.06,Republican
911,AL,Alabama,Confederate,1928,12.0,248982,0.68,3.59,20748.0,3.34,Democrat
912,AZ,Arizona,West,1928,3.0,91254,0.25,1.32,30418.0,2.28,Republican
913,AR,Arkansas,Confederate,1928,9.0,197693,0.54,2.85,21966.0,3.16,Democrat
914,CA,California,West,1928,13.0,1796656,4.88,25.92,138204.0,0.5,Republican
915,CO,Colorado,West,1928,6.0,392242,1.07,5.66,65374.0,1.06,Republican
916,CT,Connecticut,Northeast,1928,7.0,553031,1.5,7.98,79004.0,0.88,Republican
917,DE,Delaware,Border,1928,3.0,105891,0.29,1.53,35297.0,1.96,Republican
918,FL,Florida,Confederate,1928,6.0,253672,0.69,3.66,42279.0,1.64,Republican
919,GA,Georgia,Confederate,1928,14.0,229159,0.62,3.31,16368.0,4.23,Democrat
920,ID,Idaho,West,1928,4.0,151541,0.41,2.19,37885.0,1.83,Republican
921,IL,Illinois,Midwest,1928,29.0,3107489,8.44,44.83,107155.0,0.65,Republican
922,IN,Indiana,Midwest,1928,15.0,1421314,3.86,20.5,94754.0,0.73,Republican
923,IA,Iowa,Midwest,1928,13.0,1009489,2.74,14.56,77653.0,0.89,Republican
924,KS,Kansas,Midwest,1928,10.0,713200,1.94,10.29,71320.0,0.97,Republican
925,KY,Kentucky,Border,1928,13.0,940604,2.56,13.57,72354.0,0.96,Republican
926,LA,Louisiana,Confederate,1928,10.0,215833,0.59,3.11,21583.0,3.21,Democrat
927,ME,Maine,Northeast,1928,6.0,262171,0.71,3.78,43695.0,1.59,Republican
928,MD,Maryland,Border,1928,8.0,528348,1.44,7.62,66044.0,1.05,Republican
929,MA,Massachusetts,Northeast,1928,18.0,1577823,4.29,22.76,87657.0,0.79,Democrat
930,MI,Michigan,Midwest,1928,15.0,1372082,3.73,19.79,91472.0,0.76,Republican
931,MN,Minnesota,Midwest,1928,12.0,970976,2.64,14.01,80915.0,0.86,Republican
932,MS,Mississippi,Confederate,1928,10.0,151692,0.41,2.19,15169.0,4.57,Democrat
933,MO,Missouri,Border,1928,18.0,1500721,4.08,21.65,83373.0,0.83,Republican
934,MT,Montana,West,1928,4.0,194108,0.53,2.8,48527.0,1.43,Republican
935,NE,Nebraska,Midwest,1928,8.0,547144,1.49,7.89,68393.0,1.01,Republican
936,NV,Nevada,West,1928,3.0,32417,0.09,0.47,10806.0,6.41,Republican
937,NH,New Hampshire,Northeast,1928,4.0,196757,0.53,2.84,49189.0,1.41,Republican
938,NJ,New Jersey,Northeast,1928,14.0,1548195,4.21,22.34,110585.0,0.63,Republican
939,NM,New Mexico,West,1928,3.0,118014,0.32,1.7,39338.0,1.76,Republican
940,NY,New York,Northeast,1928,45.0,4405626,11.97,63.56,97903.0,0.71,Republican
941,NC,North Carolina,Confederate,1928,12.0,635150,1.73,9.16,52929.0,1.31,Republican
942,ND,North Dakota,Midwest,1928,5.0,239867,0.65,3.46,47973.0,1.44,Republican
943,OH,Ohio,Midwest,1928,24.0,2508346,6.81,36.19,104514.0,0.66,Republican
944,OK,Oklahoma,West,1928,10.0,618427,1.68,8.92,61843.0,1.12,Republican
945,OR,Oregon,West,1928,5.0,319942,0.87,4.62,63988.0,1.08,Republican
946,PA,Pennsylvania,Northeast,1928,38.0,3150610,8.56,45.45,82911.0,0.84,Republican
947,RI,Rhode Island,Northeast,1928,5.0,237194,0.64,3.42,47439.0,1.46,Democrat
948,SC,South Carolina,Confederate,1928,9.0,68605,0.19,0.99,7623.0,9.09,Democrat
949,SD,South Dakota,Midwest,1928,5.0,261865,0.71,3.78,52373.0,1.32,Republican
950,TN,Tennessee,Confederate,1928,12.0,363473,0.99,5.24,30289.0,2.29,Republican
951,TX,Texas,Confederate,1928,20.0,708999,1.93,10.23,35450.0,1.96,Republican
952,UT,Utah,West,1928,4.0,176603,0.48,2.55,44151.0,1.57,Republican
953,VT,Vermont,Northeast,1928,4.0,135191,0.37,1.95,33798.0,2.05,Republican
954,VA,Virginia,Confederate,1928,12.0,305358,0.83,4.41,25446.0,2.72,Republican
955,WA,Washington,West,1928,7.0,500840,1.36,7.23,71549.0,0.97,Republican
956,WV,West Virginia,Border,1928,8.0,642752,1.75,9.27,80344.0,0.86,Republican
957,WI,Wisconsin,Midwest,1928,13.0,1016831,2.76,14.67,78218.0,0.89,Republican
958,WY,Wyoming,West,1928,3.0,82835,0.23,1.2,27612.0,2.51,Republican
959,AL,Alabama,Confederate,1932,11.0,245354,0.62,3.28,22305.0,3.36,Democrat
960,AZ,Arizona,West,1932,3.0,118251,0.3,1.58,39417.0,1.9,Democrat
961,AR,Arkansas,Confederate,1932,9.0,220562,0.55,2.95,24507.0,3.05,Democrat
962,CA,California,West,1932,22.0,2267966,5.71,30.3,103089.0,0.73,Democrat
963,CO,Colorado,West,1932,6.0,457696,1.15,6.11,76283.0,0.98,Democrat
964,CT,Connecticut,Northeast,1932,8.0,594183,1.49,7.94,74273.0,1.01,Republican
965,DE,Delaware,Border,1932,3.0,112901,0.28,1.51,37634.0,1.99,Republican
966,FL,Florida,Confederate,1932,7.0,276252,0.69,3.69,39465.0,1.9,Democrat
967,GA,Georgia,Confederate,1932,12.0,255590,0.64,3.41,21299.0,3.51,Democrat
968,ID,Idaho,West,1932,4.0,186625,0.47,2.49,46656.0,1.6,Democrat
969,IL,Illinois,Midwest,1932,29.0,3407926,8.57,45.52,117515.0,0.64,Democrat
970,IN,Indiana,Midwest,1932,14.0,1576927,3.97,21.06,112638.0,0.66,Democrat
971,IA,Iowa,Midwest,1932,11.0,1036687,2.61,13.85,94244.0,0.79,Democrat
972,KS,Kansas,Midwest,1932,9.0,791978,1.99,10.58,87998.0,0.85,Democrat
973,KY,Kentucky,Border,1932,11.0,983063,2.47,13.13,89369.0,0.84,Democrat
974,LA,Louisiana,Confederate,1932,10.0,268804,0.68,3.59,26880.0,2.79,Democrat
